173 -> 1187 # ('tile.bop.longGrass', 'BiomesOPlenty:longGrass', 'namespace') 
25296 -> 4608 # ('item.ItemSwordElemental', 'Thaumcraft:ItemSwordElemental', 'anyspace') 
25297 -> 4609 # ('item.ItemShovelElemental', 'Thaumcraft:ItemShovelElemental', 'anyspace') 
25298 -> 4610 # ('item.ItemPickaxeElemental', 'Thaumcraft:ItemPickaxeElemental', 'anyspace') 
25299 -> 4611 # ('item.ItemAxeElemental', 'Thaumcraft:ItemAxeElemental', 'anyspace') 
25300 -> 4612 # ('item.ItemHoeElemental', 'Thaumcraft:ItemHoeElemental', 'anyspace') 
25301 -> 4613 # ('item.ItemChestplateRobe', 'Thaumcraft:ItemChestplateRobe', 'anyspace') 
25302 -> 4614 # ('item.ItemLeggingsRobe', 'Thaumcraft:ItemLeggingsRobe', 'anyspace') 
25303 -> 4615 # ('item.ItemBootsRobe', 'Thaumcraft:ItemBootsRobe', 'anyspace') 
25304 -> 4616 # ('item.ArcaneDoorKey', 'Thaumcraft:ArcaneDoorKey', 'anyspace') 
25305 -> 4617 # ('item.HandMirror', 'Thaumcraft:HandMirror', 'anyspace') 
# 25306 -> (None, 'item.ItemHoverHarness', 'ItemHoverHarness', 'no match')
26006 -> 4369 # ('item.bunnybike', 'animalbikes:bunnybike', 'anyspace') 
26007 -> 4357 # ('item.chickenbike', 'animalbikes:chickenbike', 'anyspace') 
26008 -> 4354 # ('item.cowbike', 'animalbikes:cowbike', 'anyspace') 
26009 -> 4360 # ('item.creeperbike', 'animalbikes:creeperbike', 'anyspace') 
# 26010 -> (None, 'item.fossil', 'fossil', 'no match')
26011 -> 4371 # ('item.dinobike', 'animalbikes:dinobike', 'anyspace') 
26012 -> 4363 # ('item.dragonbike', 'animalbikes:dragonbike', 'anyspace') 
26013 -> 4362 # ('item.enderbike', 'animalbikes:enderbike', 'anyspace') 
26014 -> 4367 # ('item.ghastbike', 'animalbikes:ghastbike', 'anyspace') 
26015 -> 4368 # ('item.irongolembike', 'animalbikes:irongolembike', 'anyspace') 
26016 -> 4364 # ('item.notchbike', 'animalbikes:notchbike', 'anyspace') 
26017 -> 4353 # ('item.pigbike', 'animalbikes:pigbike', 'anyspace') 
26018 -> 4361 # ('item.ponybike', 'animalbikes:ponybike', 'anyspace') 
26019 -> 4365 # ('item.reindeerbike', 'animalbikes:reindeerbike', 'anyspace') 
# 26020 -> (None, 'item.rawhide', 'rawhide', 'no match')
26021 -> 4356 # ('item.sheepbike', 'animalbikes:sheepbike', 'anyspace') 
26022 -> 4366 # ('item.snowgolembike', 'animalbikes:snowgolembike', 'anyspace') 
26023 -> 4355 # ('item.spiderbike', 'animalbikes:spiderbike', 'anyspace') 
26024 -> 4359 # ('item.squidbike', 'animalbikes:squidbike', 'anyspace') 
26025 -> 4358 # ('item.wolfbike', 'animalbikes:wolfbike', 'anyspace') 
26026 -> 4372 # ('item.chocobobike', 'animalbikes:chocobobike', 'anyspace') 
26027 -> 4373 # ('item.silverfishbike', 'animalbikes:silverfishbike', 'anyspace') 
26028 -> 4374 # ('item.batbike', 'animalbikes:batbike', 'anyspace') 
26029 -> 4375 # ('item.chinesedragonbike', 'animalbikes:chinesedragonbike', 'anyspace') 
# 26346 -> (None, 'item.comb', 'comb', 'no match')
# 26347 -> (None, 'item.wax', 'wax', 'no match')
# 26348 -> (None, 'item.propolis__', 'propolis__', 'no match')
# 26349 -> (None, 'item.drop', 'drop', 'no match')
# 26350 -> (None, 'item.miscResources', 'miscResources', 'no match')
# 26351 -> (None, 'item.backpack.thaumaturgeT1', 'backpack.thaumaturgeT1', 'no match')
# 26352 -> (None, 'item.backpack.thaumaturgeT2', 'backpack.thaumaturgeT2', 'no match')
# 26353 -> (None, 'item.capsule.magic', 'capsule.magic', 'no match')
# 26354 -> (None, 'item.pollen_', 'pollen_', 'no match')
# 26355 -> (None, 'item.crystalAspect', 'crystalAspect', 'no match')
# 26356 -> (None, 'item.frameMagic', 'frameMagic', 'no match')
# 26357 -> (None, 'item.frameResilient', 'frameResilient', 'no match')
# 26358 -> (None, 'item.frameGentle', 'frameGentle', 'no match')
# 26359 -> (None, 'item.frameMetabolic', 'frameMetabolic', 'no match')
# 26360 -> (None, 'item.frameNecrotic', 'frameNecrotic', 'no match')
# 26361 -> (None, 'item.frameTemporal', 'frameTemporal', 'no match')
# 26362 -> (None, 'item.frameOblivion', 'frameOblivion', 'no match')
# 26371 -> (None, 'item.magicbees:jellyBabies', 'magicbees:jellyBabies', 'no match')
# 26372 -> (None, 'item.capsule.void', 'capsule.void', 'no match')
# 26373 -> (None, 'item.magicbees:thaumiumScoop', 'magicbees:thaumiumScoop', 'no match')
# 26374 -> (None, 'item.magicbees:thaumiumGrafter', 'magicbees:thaumiumGrafter', 'no match')
# 26375 -> (None, 'item.moonDial', 'moonDial', 'no match')
# 26376 -> (None, 'item.beeNugget', 'beeNugget', 'no match')
# 26791 -> (None, 'item.null___________________________________________________________', 'null___________________________________________________________', 'no match')
# 27000 -> (None, 'item.shardMinium', 'shardMinium', 'no match')
# 27001 -> (None, 'item.stoneInert', 'stoneInert', 'no match')
# 27002 -> (None, 'item.stoneMinium', 'stoneMinium', 'no match')
# 27003 -> (None, 'item.stonePhilosophers', 'stonePhilosophers', 'no match')
# 27005 -> (None, 'item.alchemicalBag', 'alchemicalBag', 'no match')
# 27006 -> (None, 'item.alchemicalDust', 'alchemicalDust', 'no match')
# 27256 -> (None, 'item.charmOfKeeping1', 'charmOfKeeping1', 'no match')
# 27257 -> (None, 'item.charmOfKeeping2', 'charmOfKeeping2', 'no match')
# 27258 -> (None, 'item.charmOfKeeping3', 'charmOfKeeping3', 'no match')
# 27259 -> (None, 'item.charmOfLife1', 'charmOfLife1', 'no match')
# 27260 -> (None, 'item.charmOfLife2', 'charmOfLife2', 'no match')
# 27261 -> (None, 'item.crumbleHorn', 'crumbleHorn', 'no match')
# 27262 -> (None, 'item.emptyMagicMap', 'emptyMagicMap', 'no match')
# 27263 -> (None, 'item.emptyMazeMap', 'emptyMazeMap', 'no match')
# 27264 -> (None, 'item.emptyOreMap', 'emptyOreMap', 'no match')
# 27265 -> (None, 'item.tfFeather', 'tfFeather', 'no match')
# 27266 -> (None, 'item.fieryBlood', 'fieryBlood', 'no match')
# 27267 -> (None, 'item.fieryBoots', 'fieryBoots', 'no match')
# 27268 -> (None, 'item.fieryHelm', 'fieryHelm', 'no match')
# 27269 -> (None, 'item.fieryIngot', 'fieryIngot', 'no match')
# 27270 -> (None, 'item.fieryLegs', 'fieryLegs', 'no match')
# 27271 -> (None, 'item.fieryPick', 'fieryPick', 'no match')
# 27272 -> (None, 'item.fieryPlate', 'fieryPlate', 'no match')
# 27273 -> (None, 'item.fierySword', 'fierySword', 'no match')
# 27274 -> (None, 'item.hydraChop', 'hydraChop', 'no match')
27275 -> 2853 # ('item.trophy', 'OpenBlocks:trophy', 'anyspace') 
# 27276 -> (None, 'item.ironwoodAxe', 'ironwoodAxe', 'no match')
# 27277 -> (None, 'item.ironwoodBoots', 'ironwoodBoots', 'no match')
# 27278 -> (None, 'item.ironwoodHelm', 'ironwoodHelm', 'no match')
# 27279 -> (None, 'item.ironwoodHoe', 'ironwoodHoe', 'no match')
# 27280 -> (None, 'item.ironwoodIngot', 'ironwoodIngot', 'no match')
# 27281 -> (None, 'item.ironwoodLegs', 'ironwoodLegs', 'no match')
# 27282 -> (None, 'item.ironwoodPick', 'ironwoodPick', 'no match')
# 27284 -> (None, 'item.ironwoodRaw', 'ironwoodRaw', 'no match')
# 27285 -> (None, 'item.ironwoodShovel', 'ironwoodShovel', 'no match')
# 27286 -> (None, 'item.ironwoodSword', 'ironwoodSword', 'no match')
# 27287 -> (None, 'item.legsNaga', 'legsNaga', 'no match')
# 27288 -> (None, 'item.liveRoot', 'liveRoot', 'no match')
# 27289 -> (None, 'item.magicMap', 'magicMap', 'no match')
# 27290 -> (None, 'item.magicMapFocus', 'magicMapFocus', 'no match')
# 27291 -> (None, 'item.mazeMap', 'mazeMap', 'no match')
# 27292 -> (None, 'item.mazeMapFocus', 'mazeMapFocus', 'no match')
# 27293 -> (None, 'item.mazeWafer', 'mazeWafer', 'no match')
# 27294 -> (None, 'item.mazebreakerPick', 'mazebreakerPick', 'no match')
# 27295 -> (None, 'item.meefRaw', 'meefRaw', 'no match')
# 27296 -> (None, 'item.meefSteak', 'meefSteak', 'no match')
# 27297 -> (None, 'item.meefStroganoff', 'meefStroganoff', 'no match')
# 27298 -> (None, 'item.minotaurAxe', 'minotaurAxe', 'no match')
# 27299 -> (None, 'item.moonwormQueen', 'moonwormQueen', 'no match')
# 27300 -> (None, 'item.nagaScale', 'nagaScale', 'no match')
# 27301 -> (None, 'item.oreMagnet', 'oreMagnet', 'no match')
# 27302 -> (None, 'item.oreMap', 'oreMap', 'no match')
# 27303 -> (None, 'item.oreMeter', 'oreMeter', 'no match')
# 27304 -> (None, 'item.peacockFan', 'peacockFan', 'no match')
# 27305 -> (None, 'item.plateNaga', 'plateNaga', 'no match')
# 27306 -> (None, 'item.scepterLifeDrain', 'scepterLifeDrain', 'no match')
# 27307 -> (None, 'item.scepterTwilight', 'scepterTwilight', 'no match')
# 27308 -> (None, 'item.scepterZombie', 'scepterZombie', 'no match')
# 27309 -> (None, 'item.tfspawnegg', 'tfspawnegg', 'no match')
# 27310 -> (None, 'item.steeleafAxe', 'steeleafAxe', 'no match')
# 27311 -> (None, 'item.steeleafBoots', 'steeleafBoots', 'no match')
# 27312 -> (None, 'item.steeleafHelm', 'steeleafHelm', 'no match')
# 27313 -> (None, 'item.steeleafHoe', 'steeleafHoe', 'no match')
# 27314 -> (None, 'item.steeleafIngot', 'steeleafIngot', 'no match')
# 27315 -> (None, 'item.steeleafLegs', 'steeleafLegs', 'no match')
# 27316 -> (None, 'item.steeleafPick', 'steeleafPick', 'no match')
# 27317 -> (None, 'item.steeleafPlate', 'steeleafPlate', 'no match')
# 27318 -> (None, 'item.steeleafShovel', 'steeleafShovel', 'no match')
# 27319 -> (None, 'item.steeleafSword', 'steeleafSword', 'no match')
# 27320 -> (None, 'item.torchberries', 'torchberries', 'no match')
# 27321 -> (None, 'item.transformPowder', 'transformPowder', 'no match')
# 27322 -> (None, 'item.venisonCooked', 'venisonCooked', 'no match')
# 27323 -> (None, 'item.venisonRaw', 'venisonRaw', 'no match')
# 27499 -> (None, 'item.emptyVoidTear', 'emptyVoidTear', 'no match')
# 27526 -> (None, 'item.reliquaryHandgun', 'reliquaryHandgun', 'no match')
# 27527 -> (None, 'item.null____________________________________________________________', 'null____________________________________________________________', 'no match')
# 27528 -> (None, 'item.reliquaryMagazine', 'reliquaryMagazine', 'no match')
# 27529 -> (None, 'item.mercyCross', 'mercyCross', 'no match')
# 27530 -> (None, 'item.alkahestTome', 'alkahestTome', 'no match')
# 27531 -> (None, 'item.holyHandGrenade', 'holyHandGrenade', 'no match')
# 27532 -> (None, 'item.fortuneCoin', 'fortuneCoin', 'no match')
# 27533 -> (None, 'item.glowWater', 'glowWater', 'no match')
# 27534 -> (None, 'item.gunPart', 'gunPart', 'no match')
# 27535 -> (None, 'item.glowBread', 'glowBread', 'no match')
# 27536 -> (None, 'item.sojournerStaff', 'sojournerStaff', 'no match')
# 27537 -> (None, 'item.midasTouchstone', 'midasTouchstone', 'no match')
# 27538 -> (None, 'item.alkahest', 'alkahest', 'no match')
# 27539 -> (None, 'item.emperorChalice', 'emperorChalice', 'no match')
# 27540 -> (None, 'item.salamanderEye', 'salamanderEye', 'no match')
# 27541 -> (None, 'item.iceRod', 'iceRod', 'no match')
# 27542 -> (None, 'item.reliquaryPotion', 'reliquaryPotion', 'no match')
# 27543 -> (None, 'item.reliquaryMagicbane', 'reliquaryMagicbane', 'no match')
# 27544 -> (None, 'item.witherlessRose', 'witherlessRose', 'no match')
# 27545 -> (None, 'item.distortionCloak', 'distortionCloak', 'no match')
# 27546 -> (None, 'item.voidTear', 'voidTear', 'no match')
# 27547 -> (None, 'item.destructionCatalyst', 'destructionCatalyst', 'no match')
# 27548 -> (None, 'item.wraithEye', 'wraithEye', 'no match')
# 27550 -> (None, 'item.voidSatchel', 'voidSatchel', 'no match')
# 27976 -> (None, 'item.ironwoodPlate', 'ironwoodPlate', 'no match')
# 28027 -> (None, 'item.towerKey', 'towerKey', 'no match')
# 28028 -> (None, 'item.borerEssence', 'borerEssence', 'no match')
# 28029 -> (None, 'item.carminite', 'carminite', 'no match')
# 28030 -> (None, 'item.experiment115', 'experiment115', 'no match')
# 28031 -> (None, 'item.armorShards', 'armorShards', 'no match')
# 28032 -> (None, 'item.knightMetal', 'knightMetal', 'no match')
# 28033 -> (None, 'item.shardCluster', 'shardCluster', 'no match')
# 28034 -> (None, 'item.knightlyHelm', 'knightlyHelm', 'no match')
# 28035 -> (None, 'item.knightlyPlate', 'knightlyPlate', 'no match')
# 28036 -> (None, 'item.knightlyLegs', 'knightlyLegs', 'no match')
# 28037 -> (None, 'item.knightlyBoots', 'knightlyBoots', 'no match')
# 28038 -> (None, 'item.knightlySword', 'knightlySword', 'no match')
# 28039 -> (None, 'item.knightlyPick', 'knightlyPick', 'no match')
# 28040 -> (None, 'item.knightlyAxe', 'knightlyAxe', 'no match')
# 28230 -> (None, 'item.null_____________________________________________________________', 'null_____________________________________________________________', 'no match')
# 29997 -> (None, 'item.SC2unknownmodule', 'SC2unknownmodule', 'no match')
# 29998 -> (None, 'item.SC2unknowncomponent', 'SC2unknowncomponent', 'no match')
# 29999 -> (None, 'item.SC2ModularCart', 'SC2ModularCart', 'no match')
# 30076 -> (None, 'obscurator', 'obscurator', 'no match')
30077 -> 4322 # ('itemBoat', 'IC2:itemBoat', 'unprefix') 
30078 -> 4234 # ('itemNightvisionGoggles', 'IC2:itemNightvisionGoggles', 'unprefix') 
# 30079 -> (None, 'itemCellAir', 'itemCellAir', 'no match')
30080 -> 4211 # ('itemArmorHazmatLeggings', 'IC2:itemArmorHazmatLeggings', 'unprefix') 
30081 -> 4210 # ('itemArmorHazmatChestplate', 'IC2:itemArmorHazmatChestplate', 'unprefix') 
30082 -> 4209 # ('itemArmorHazmatHelmet', 'IC2:itemArmorHazmatHelmet', 'unprefix') 
30083 -> 4279 # ('reactorCondensatorLap', 'IC2:reactorCondensatorLap', 'unprefix') 
# 30084 -> (None, 'itemPartDCP', 'itemPartDCP', 'no match')
30085 -> 4278 # ('reactorCondensator', 'IC2:reactorCondensator', 'unprefix') 
30086 -> 4277 # ('reactorReflectorThick', 'IC2:reactorReflectorThick', 'unprefix') 
30087 -> 4276 # ('reactorReflector', 'IC2:reactorReflector', 'unprefix') 
# 30088 -> (None, 'reactorHeatpack', 'reactorHeatpack', 'no match')
30089 -> 4275 # ('reactorVentDiamond', 'IC2:reactorVentDiamond', 'unprefix') 
30090 -> 4274 # ('reactorVentSpread', 'IC2:reactorVentSpread', 'unprefix') 
30091 -> 4273 # ('reactorVentGold', 'IC2:reactorVentGold', 'unprefix') 
30092 -> 4272 # ('reactorVentCore', 'IC2:reactorVentCore', 'unprefix') 
30093 -> 4271 # ('reactorVent', 'IC2:reactorVent', 'unprefix') 
30094 -> 4270 # ('reactorHeatSwitchDiamond', 'IC2:reactorHeatSwitchDiamond', 'unprefix') 
30095 -> 4269 # ('reactorHeatSwitchSpread', 'IC2:reactorHeatSwitchSpread', 'unprefix') 
30096 -> 4268 # ('reactorHeatSwitchCore', 'IC2:reactorHeatSwitchCore', 'unprefix') 
30097 -> 4266 # ('reactorPlatingExplosive', 'IC2:reactorPlatingExplosive', 'unprefix') 
30098 -> 4265 # ('reactorPlatingHeat', 'IC2:reactorPlatingHeat', 'unprefix') 
30099 -> 4263 # ('reactorCoolantSix', 'IC2:reactorCoolantSix', 'unprefix') 
30100 -> 4262 # ('reactorCoolantTriple', 'IC2:reactorCoolantTriple', 'unprefix') 
30101 -> 4254 # ('reactorUraniumQuad', 'IC2:reactorUraniumQuad', 'unprefix') 
30102 -> 4253 # ('reactorUraniumDual', 'IC2:reactorUraniumDual', 'unprefix') 
# 30103 -> (None, 'itemCoolant', 'itemCoolant', 'no match')
30104 -> 4321 # ('itemDebug', 'IC2:itemDebug', 'unprefix') 
30105 -> 4331 # ('itemWeedEx', 'IC2:itemWeedEx', 'unprefix') 
30106 -> 4320 # ('itemGrinPowder', 'IC2:itemGrinPowder', 'unprefix') 
30107 -> 4338 # ('itemMugBooze', 'IC2:itemMugBooze', 'unprefix') 
30108 -> 4337 # ('itemBarrel', 'IC2:itemBarrel', 'unprefix') 
30109 -> 4336 # ('itemHops', 'IC2:itemHops', 'unprefix') 
30110 -> 4335 # ('itemMugCoffee', 'IC2:itemMugCoffee', 'unprefix') 
30111 -> 4332 # ('itemMugEmpty', 'IC2:itemMugEmpty', 'unprefix') 
30112 -> 4334 # ('itemCofeePowder', 'IC2:itemCofeePowder', 'unprefix') 
30113 -> 4333 # ('itemCofeeBeans', 'IC2:itemCofeeBeans', 'unprefix') 
30114 -> 4330 # ('itemTerraWart', 'IC2:itemTerraWart', 'unprefix') 
30115 -> 4233 # ('itemStaticBoots', 'IC2:itemStaticBoots', 'unprefix') 
30116 -> 4232 # ('itemSolarHelmet', 'IC2:itemSolarHelmet', 'unprefix') 
30117 -> 4189 # ('itemToolbox', 'IC2:itemToolbox', 'unprefix') 
30118 -> 4286 # ('itemTFBPMushroom', 'IC2:itemTFBPMushroom', 'unprefix') 
30119 -> 4329 # ('itemToolHoe', 'IC2:itemToolHoe', 'unprefix') 
30120 -> 4328 # ('itemCellHydrant', 'IC2:itemCellHydrant', 'unprefix') 
30121 -> 4327 # ('itemFertilizer', 'IC2:itemFertilizer', 'unprefix') 
30122 -> 4326 # ('itemCropnalyzer', 'IC2:itemCropnalyzer', 'unprefix') 
30124 -> 4199 # ('itemTreetapElectric', 'IC2:itemTreetapElectric', 'unprefix') 
# 30125 -> (None, 'upgradeModule', 'upgradeModule', 'no match')
30126 -> 4325 # ('itemCropSeed', 'IC2:itemCropSeed', 'unprefix') 
# 30127 -> (None, 'itemArmorLappack', 'itemArmorLappack', 'no match')
30128 -> 4177 # ('itemOreIridium', 'IC2:itemOreIridium', 'unprefix') 
30129 -> 4231 # ('itemArmorCFPack', 'IC2:itemArmorCFPack', 'unprefix') 
# 30130 -> (None, 'itemDustSilver', 'itemDustSilver', 'no match')
30131 -> 4188 # ('itemFoamSprayer', 'IC2:itemFoamSprayer', 'unprefix') 
# 30132 -> (None, 'itemPartPellet', 'itemPartPellet', 'no match')
# 30133 -> (None, 'itemDustClay', 'itemDustClay', 'no match')
30134 -> 4205 # ('itemFreq', 'IC2:itemFreq', 'unprefix') 
30135 -> 4290 # ('itemPartIndustrialDiamond', 'IC2:itemPartIndustrialDiamond', 'unprefix') 
30136 -> 4289 # ('itemPartCoalChunk', 'IC2:itemPartCoalChunk', 'unprefix') 
30137 -> 4288 # ('itemPartCoalBlock', 'IC2:itemPartCoalBlock', 'unprefix') 
30138 -> 4287 # ('itemPartCoalBall', 'IC2:itemPartCoalBall', 'unprefix') 
30139 -> 4293 # ('itemScrapbox', 'IC2:itemScrapbox', 'unprefix') 
30140 -> 4198 # ('itemToolWrenchElectric', 'IC2:itemToolWrenchElectric', 'unprefix') 
30141 -> 4285 # ('itemTFBPFlatification', 'IC2:itemTFBPFlatification', 'unprefix') 
30142 -> 4284 # ('itemTFBPDesertification', 'IC2:itemTFBPDesertification', 'unprefix') 
30143 -> 4283 # ('itemTFBPChilling', 'IC2:itemTFBPChilling', 'unprefix') 
30144 -> 4282 # ('itemTFBPIrrigation', 'IC2:itemTFBPIrrigation', 'unprefix') 
30145 -> 4281 # ('itemTFBPCultivation', 'IC2:itemTFBPCultivation', 'unprefix') 
30146 -> 4280 # ('itemTFBP', 'IC2:itemTFBP', 'unprefix') 
30147 -> 4178 # ('itemPartIridium', 'IC2:itemPartIridium', 'unprefix') 
# 30148 -> (None, 'itemNanoSaberOff', 'itemNanoSaberOff', 'no match')
30149 -> 4206 # ('itemNanoSaber', 'IC2:itemNanoSaber', 'unprefix') 
30150 -> 4176 # ('itemPartCarbonPlate', 'IC2:itemPartCarbonPlate', 'unprefix') 
30151 -> 4175 # ('itemPartCarbonMesh', 'IC2:itemPartCarbonMesh', 'unprefix') 
30152 -> 4174 # ('itemPartCarbonFibre', 'IC2:itemPartCarbonFibre', 'unprefix') 
30153 -> 4187 # ('itemToolCutter', 'IC2:itemToolCutter', 'unprefix') 
30154 -> 4312 # ('itemToolPainterWhite', 'IC2:itemToolPainterWhite', 'unprefix') 
30155 -> 4311 # ('itemToolPainterOrange', 'IC2:itemToolPainterOrange', 'unprefix') 
30156 -> 4310 # ('itemToolPainterMagenta', 'IC2:itemToolPainterMagenta', 'unprefix') 
30157 -> 4309 # ('itemToolPainterCloud', 'IC2:itemToolPainterCloud', 'unprefix') 
30158 -> 4308 # ('itemToolPainterYellow', 'IC2:itemToolPainterYellow', 'unprefix') 
30159 -> 4307 # ('itemToolPainterLime', 'IC2:itemToolPainterLime', 'unprefix') 
30160 -> 4306 # ('itemToolPainterPink', 'IC2:itemToolPainterPink', 'unprefix') 
30161 -> 4305 # ('itemToolPainterDarkGrey', 'IC2:itemToolPainterDarkGrey', 'unprefix') 
30162 -> 4304 # ('itemToolPainterLightGrey', 'IC2:itemToolPainterLightGrey', 'unprefix') 
30163 -> 4303 # ('itemToolPainterCyan', 'IC2:itemToolPainterCyan', 'unprefix') 
30164 -> 4302 # ('itemToolPainterPurple', 'IC2:itemToolPainterPurple', 'unprefix') 
30165 -> 4301 # ('itemToolPainterBlue', 'IC2:itemToolPainterBlue', 'unprefix') 
30166 -> 4300 # ('itemToolPainterBrown', 'IC2:itemToolPainterBrown', 'unprefix') 
30167 -> 4299 # ('itemToolPainterGreen', 'IC2:itemToolPainterGreen', 'unprefix') 
30168 -> 4298 # ('itemToolPainterRed', 'IC2:itemToolPainterRed', 'unprefix') 
30169 -> 4297 # ('itemToolPainterBlack', 'IC2:itemToolPainterBlack', 'unprefix') 
30170 -> 4296 # ('itemToolPainter', 'IC2:itemToolPainter', 'unprefix') 
30171 -> 4225 # ('itemArmorQuantumBoots', 'IC2:itemArmorQuantumBoots', 'unprefix') 
30172 -> 4224 # ('itemArmorQuantumLegs', 'IC2:itemArmorQuantumLegs', 'unprefix') 
30173 -> 4223 # ('itemArmorQuantumChestplate', 'IC2:itemArmorQuantumChestplate', 'unprefix') 
30174 -> 4222 # ('itemArmorQuantumHelmet', 'IC2:itemArmorQuantumHelmet', 'unprefix') 
30175 -> 4221 # ('itemArmorNanoBoots', 'IC2:itemArmorNanoBoots', 'unprefix') 
30176 -> 4220 # ('itemArmorNanoLegs', 'IC2:itemArmorNanoLegs', 'unprefix') 
30177 -> 4219 # ('itemArmorNanoChestplate', 'IC2:itemArmorNanoChestplate', 'unprefix') 
30178 -> 4218 # ('itemArmorNanoHelmet', 'IC2:itemArmorNanoHelmet', 'unprefix') 
30179 -> 4217 # ('itemArmorAlloyChestplate', 'IC2:itemArmorAlloyChestplate', 'unprefix') 
30180 -> 4228 # ('itemArmorBatpack', 'IC2:itemArmorBatpack', 'unprefix') 
# 30181 -> (None, 'itemCellWaterElectro', 'itemCellWaterElectro', 'no match')
30182 -> 4201 # ('itemToolMEter', 'IC2:itemToolMEter', 'unprefix') 
30183 -> 4186 # ('itemToolWrench', 'IC2:itemToolWrench', 'unprefix') 
30184 -> 4245 # ('itemCable', 'IC2:itemCable', 'unprefix') 
30185 -> 4318 # ('itemDoorAlloy', 'IC2:itemDoorAlloy', 'unprefix') 
30186 -> 4317 # ('itemCoin', 'IC2:itemCoin', 'unprefix') 
30187 -> 4173 # ('itemPartAlloy', 'IC2:itemPartAlloy', 'unprefix') 
# 30188 -> (None, 'itemMatter', 'itemMatter', 'no match')
30189 -> 4292 # ('itemScrap', 'IC2:itemScrap', 'unprefix') 
30190 -> 4172 # ('itemPartCircuitAdv', 'IC2:itemPartCircuitAdv', 'unprefix') 
30191 -> 4171 # ('itemPartCircuit', 'IC2:itemPartCircuit', 'unprefix') 
30192 -> 4216 # ('itemArmorBronzeBoots', 'IC2:itemArmorBronzeBoots', 'unprefix') 
30193 -> 4215 # ('itemArmorBronzeLegs', 'IC2:itemArmorBronzeLegs', 'unprefix') 
30194 -> 4214 # ('itemArmorBronzeChestplate', 'IC2:itemArmorBronzeChestplate', 'unprefix') 
30195 -> 4213 # ('itemArmorBronzeHelmet', 'IC2:itemArmorBronzeHelmet', 'unprefix') 
30196 -> 4185 # ('itemToolBronzeHoe', 'IC2:itemToolBronzeHoe', 'unprefix') 
30197 -> 4184 # ('itemToolBronzeSpade', 'IC2:itemToolBronzeSpade', 'unprefix') 
